,total,elementary_and_secondary_edu,higher_edu,public_welfare,health_and_hospitals,highways,police,all_other,population_thousands,year,hispanic,white,black,asian,indigneous,total_correctional_pop,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
57,8182.6201171875,1851.279541015625,814.8892211914062,1975.2169189453125,672.86669921875,464.9134216308594,282.62188720703125,2120.832275390625,11602.97265625,2014,3.7,78.9,12.2,2.2,0.2,326300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,8539.0283203125,1916.746337890625,813.2154541015625,2253.421875,674.6610717773438,504.9051208496094,294.2889709472656,2081.790283203125,11617.849609375,2015,3.7,78.9,12.2,2.2,0.2,331500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,8860.8056640625,1990.86572265625,824.9663696289062,2442.101318359375,683.6224365234375,511.354736328125,314.5022888183594,2093.392333984375,11635.0029296875,2016,3.7,78.9,12.2,2.2,0.2,326200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8228.345703125,1785.0582275390625,1018.443603515625,1680.5501708984375,621.964599609375,733.0946655273438,314.8065490722656,2074.427490234375,5736.9521484375,2013,6.9,81.2,6.3,2.7,0.8,98100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,8626.1513671875,1843.03076171875,1064.6763916015623,1934.1138916015625,618.69384765625,762.9736938476562,306.7626953125,2095.899658203125,5751.97412109375,2014,6.9,81.2,6.3,2.7,0.8,97300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,8855.7314453125,1884.294677734375,1044.887451171875,2014.55126953125,655.9700927734375,776.5108032226562,315.5977783203125,2163.9189453125,5761.40576171875,2015,6.9,81.2,6.3,2.7,0.8,100600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,8848.7763671875,1920.0201416015625,1090.4090576171877,2122.076904296875,638.8944702148438,657.607421875,328.1572570800781,2091.61083984375,5772.9580078125,2016,6.9,81.2,6.3,2.7,0.8,100500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,8824.7958984375,1927.3648681640625,1148.5333251953125,1566.994384765625,1146.400146484375,713.0211181640625,223.45379638671875,2099.02783203125,3093.077880859375,2013,5.9,85.9,3.3,2.6,0.2,45900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,9145.5576171875,1987.9952392578125,1217.921875,1670.82177734375,1196.7322998046875,781.5873413085938,233.5777740478516,2056.9208984375,3109.50390625,2014,5.9,85.9,3.3,2.6,0.2,46500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,9575.1025390625,2050.666015625,1263.7413330078125,1870.5396728515625,1226.653564453125,851.3147583007812,238.70849609375,2073.478759765625,3121.4599609375,2015,5.9,85.9,3.3,2.6,0.2,46700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,9759.5400390625,2102.428466796875,1251.246826171875,1959.0029296875,1262.7095947265625,826.065673828125,248.7223663330078,2109.364501953125,3131.784912109375,2016,5.9,85.9,3.3,2.6,0.2,46700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7806.27783203125,1778.4912109375,1055.335205078125,1092.09228515625,1013.267578125,594.9970703125,275.1654663085937,1996.928955078125,2893.510009765625,2013,11.9,75.9,5.5,2.9,0.6,37100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8195.2392578125,1874.6932373046875,1060.3992919921877,1261.1558837890625,1038.323974609375,614.052001953125,260.71047973632807,2085.90478515625,2900.89599609375,2014,11.9,75.9,5.5,2.9,0.6,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8386.8427734375,1944.084228515625,1134.050048828125,1325.2711181640625,1005.8223266601562,655.834228515625,270.3046875,2051.476318359375,2909.501953125,2015,11.9,75.9,5.5,2.9,0.6,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8658.7412109375,1940.1219482421875,1188.2568359375,1376.157958984375,1149.8514404296875,683.5864868164062,270.89755249023443,2049.869384765625,2911.262939453125,2016,11.9,75.9,5.5,2.9,0.6,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8810.25390625,1911.166259765625,858.608154296875,2183.412109375,566.873291015625,708.0340576171875,305.8562927246094,2276.303955078125,5413.69287109375,2013,5.3,79.9,6.4,4.9,1.0,123500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,9251.6513671875,1970.159912109375,857.8395385742188,2368.95263671875,578.3702392578125,772.9969482421875,319.2928466796875,2384.0390625,5451.52197265625,2014,5.3,79.9,6.4,4.9,1.0,120500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,9523.83203125,2081.896484375,855.8169555664062,2474.373046875,568.7894897460938,803.2666625976562,335.68463134765625,2404.005126953125,5482.5029296875,2015,5.3,79.9,6.4,4.9,1.0,121600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,10243.4111328125,2214.206787109375,920.1494750976562,2758.751953125,595.1659545898438,900.7786865234376,345.4904479980469,2508.867919921875,5523.4091796875,2016,5.3,79.9,6.4,4.9,1.0,119500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,7174.076171875,1593.6943359375,636.1485595703125,1382.3441162109375,876.1235961914062,428.6701965332031,270.48294067382807,1986.6124267578125,6040.658203125,2013,4.2,79.4,11.4,2.0,0.3,114900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,7163.3603515625,1639.46484375,621.0137329101562,1419.3516845703125,866.3350830078125,400.6962585449219,282.03143310546875,1934.46728515625,6056.29296875,2014,4.2,79.4,11.4,2.0,0.3,109500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,7383.74658203125,1670.6273193359375,650.302001953125,1468.5762939453125,948.1032104492188,396.1887512207031,283.0014953613281,1966.94775390625,6071.7451171875,2015,4.2,79.4,11.4,2.0,0.3,106000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7546.2490234375,1694.1195068359375,641.2250366210938,1504.555908203125,997.1106567382812,385.7702941894531,295.6260986328125,2027.8419189453125,6087.203125,2016,4.2,79.4,11.4,2.0,0.3,105900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8083.7919921875,2043.2547607421875,1080.12060546875,1334.5150146484375,680.4146118164062,705.1271362304688,227.5618133544922,2012.7982177734373,1865.4139404296875,2013,10.9,79.0,4.5,2.4,0.7,23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,8259.3173828125,2082.731689453125,1088.192626953125,1392.0986328125,680.7145385742188,683.7110595703125,236.16217041015625,2095.706298828125,1879.52197265625,2014,10.9,79.0,4.5,2.4,0.7,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8739.228515625,2210.945068359375,1160.367919921875,1353.5185546875,718.9468383789062,766.5887451171875,245.79342651367188,2283.06787109375,1891.5069580078125,2015,10.9,79.0,4.5,2.4,0.7,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,9000.5087890625,2377.05126953125,1275.855712890625,1339.1656494140625,626.8712768554688,832.2388305664062,258.77264404296875,2290.552978515625,1905.9239501953125,2016,10.9,79.0,4.5,2.4,0.7,23300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,10298.1171875,1994.3740234375,1358.6224365234375,1449.4134521484375,297.48931884765625,1849.275390625,217.26206970214844,3131.68017578125,721.9990234375,2013,3.5,84.4,3.0,1.7,5.4,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,11081.923828125,2064.109130859375,1375.765869140625,1563.91943359375,292.11724853515625,2276.64501953125,223.61273193359372,3285.754150390625,737.3820190429688,2014,3.5,84.4,3.0,1.7,5.4,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,11959.8193359375,2286.54736328125,1463.4599609375,1912.2491455078125,306.81201171875,2241.319091796875,253.5124969482422,3495.919189453125,754.02197265625,2015,3.5,84.4,3.0,1.7,5.4,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,12576.9658203125,2483.47509765625,1617.3992919921875,2031.0517578125,306.4613037109375,2386.89990234375,259.52835083007807,3492.150146484375,754.35302734375,2016,3.5,84.4,3.0,1.7,5.4,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,7468.49365234375,1531.7677001953125,774.6328125,1204.7728271484375,325.9809875488281,1118.8929443359377,207.87989807128903,2304.566162109375,842.27001953125,2013,3.6,82.3,1.9,1.2,8.6,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,7610.73388671875,1548.974853515625,798.1975708007812,1217.6312255859375,339.7009582519531,1105.491943359375,213.23114013671875,2387.50634765625,849.0880126953125,2014,3.6,82.3,1.9,1.2,8.6,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,7785.58837890625,1661.329345703125,815.466796875,1304.022705078125,321.8847351074219,1081.5322265625,228.81185913085938,2372.541015625,853.9329833984375,2015,3.6,82.3,1.9,1.2,8.6,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,8102.36669921875,1658.42919921875,1021.0964965820312,1298.611572265625,323.209228515625,1214.0157470703125,233.2464141845703,2353.7578125,862.8900146484375,2016,3.6,82.3,1.9,1.2,8.6,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,8173.80126953125,1542.0411376953125,1030.408447265625,1600.33544921875,1250.5284423828125,484.9455261230469,240.8302764892578,2024.712158203125,4830.4599609375,2013,4.1,65.5,26.7,1.3,0.5,115600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8184.216796875,1554.48193359375,971.8602905273438,1621.879150390625,1257.104248046875,471.3453674316406,241.4058074951172,2066.14013671875,4842.48095703125,2014,4.1,65.5,26.7,1.3,0.5,104900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,8299.12890625,1544.745849609375,1002.0969848632812,1678.524658203125,1270.9249267578125,491.9629821777344,255.34620666503903,2055.52734375,4853.16015625,2015,4.1,65.5,26.7,1.3,0.5,107500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,8260.73828125,1582.94482421875,1003.4174194335938,1727.6112060546875,1393.8221435546875,496.4282836914063,256.8594970703125,1799.6549072265625,4864.7451171875,2016,4.1,65.5,26.7,1.3,0.5,99800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,7100.22998046875,1659.0572509765625,880.93115234375,1726.45703125,432.8233947753906,520.730712890625,216.35931396484372,1663.87109375,2959.549072265625,2013,7.4,72.3,15.2,1.6,0.6,69900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,7378.55712890625,1643.4256591796875,889.361083984375,1879.9676513671875,446.6099548339844,556.9907836914061,217.50457763671875,1744.697509765625,2967.72607421875,2014,7.4,72.3,15.2,1.6,0.6,69100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7772.8017578125,1685.9039306640625,860.12890625,2213.045166015625,469.519775390625,574.7680053710938,227.46925354003903,1741.966796875,2978.406982421875,2015,7.4,72.3,15.2,1.6,0.6,73200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7957.7724609375,1701.5179443359375,906.7011108398438,2312.323486328125,481.4078979492188,587.6458129882812,227.5266571044922,1740.64990234375,2990.409912109375,2016,7.4,72.3,15.2,1.6,0.6,72100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6822.37890625,1260.271240234375,487.2304992675781,1214.7418212890625,644.8588256835938,418.4471130371094,365.86767578125,2430.9619140625,19563.166015625,2013,25.6,53.8,15.4,2.8,0.2,389400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,6929.001953125,1297.8525390625,500.2262268066406,1277.441650390625,659.85205078125,504.5281677246094,364.681640625,2324.419677734375,19860.330078125,2014,25.6,53.8,15.4,2.8,0.2,382600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,7057.32763671875,1317.4239501953125,509.5303649902344,1332.975830078125,673.4328002929688,517.4511108398439,372.3148498535156,2334.198486328125,20224.248046875,2015,25.6,53.8,15.4,2.8,0.2,375800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,7048.2177734375,1326.36962890625,523.4403076171875,1281.68359375,675.7946166992188,500.2290649414063,381.4692687988281,2359.2314453125,20629.982421875,2016,25.6,53.8,15.4,2.8,0.2,366000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6501.017578125,1709.0572509765625,631.4796142578125,1093.623291015625,666.5582885742188,327.98907470703125,236.53955078125,1835.7706298828125,9973.326171875,2013,9.6,52.6,31.1,3.9,0.2,624200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,6502.3974609375,1728.9783935546875,608.3017578125,1121.3931884765623,679.6043701171875,340.9160461425781,238.67323303222656,1784.5306396484375,10069.0009765625,2014,9.6,52.6,31.1,3.9,0.2,579600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7369.662109375,1559.9610595703125,858.7623291015625,1595.4935302734375,594.5938110351562,572.203125,178.88052368164062,2009.7679443359373,4404.81689453125,2013,3.5,84.6,8.0,1.4,0.2,97600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,7700.359375,1524.00244140625,842.4515380859375,1881.3447265625,620.2169189453125,618.613525390625,181.6627197265625,2032.0673828125,4414.48291015625,2014,3.5,84.6,8.0,1.4,0.2,103600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8481.5283203125,1548.553955078125,901.5838012695312,2459.8984375,673.9755249023438,659.1433715820312,174.31295776367188,2064.060302734375,4425.9990234375,2015,3.5,84.6,8.0,1.4,0.2,103700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,8768.5283203125,1605.52490234375,985.9212036132812,2525.6064453125,735.886962890625,623.3648681640625,171.68785095214844,2120.53662109375,4438.22900390625,2016,3.5,84.6,8.0,1.4,0.2,97900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8799.2841796875,1631.1788330078125,657.19287109375,1581.1656494140625,1092.8056640625,540.3890991210939,322.72552490234375,2973.826171875,4624.5771484375,2013,5.2,58.5,32.1,1.8,0.5,115700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,8661.1015625,1659.2847900390625,661.3417358398438,1746.7686767578125,1027.6820068359377,465.78594970703125,305.9501647949219,2794.2880859375,4644.2041015625,2014,5.2,58.5,32.1,1.8,0.5,113600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8509.0751953125,1694.577392578125,659.2457275390625,1817.36328125,762.0845947265625,489.68060302734375,327.62054443359375,2758.503173828125,4664.85107421875,2015,5.2,58.5,32.1,1.8,0.5,114600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8682.037109375,1695.0126953125,753.31982421875,1915.93115234375,741.403076171875,511.7218933105469,341.8158264160156,2722.832763671875,4678.21484375,2016,5.2,58.5,32.1,1.8,0.5,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7987.34765625,1441.8583984375,860.7971801757812,1814.74755859375,1334.494140625,549.6867065429689,225.36056518554688,1760.4033203125,2988.797119140625,2013,2.9,56.6,37.9,0.9,0.4,67400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8053.67041015625,1472.6158447265625,918.0006713867188,1819.4683837890625,1324.1668701171875,530.6834106445311,231.79953002929688,1756.935546875,2990.623046875,2014,2.9,56.6,37.9,0.9,0.4,69700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,8393.28515625,1491.4951171875,951.76220703125,1956.379638671875,1353.0460205078125,540.059814453125,244.03677368164062,1856.5062255859373,2988.693115234375,2015,2.9,56.6,37.9,0.9,0.4,71900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,8643.5693359375,1533.0543212890625,1061.355712890625,2068.218505859375,1428.0235595703125,559.1132202148439,253.2879943847656,1740.5157470703125,2988.298095703125,2016,2.9,56.6,37.9,0.9,0.4,65300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7562.11962890625,1363.521728515625,940.0475463867188,1431.5184326171875,1178.4017333984375,413.384765625,278.61709594726557,1956.62841796875,9843.5986328125,2013,9.4,63.0,21.2,2.9,1.1,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,7477.244140625,1339.99072265625,933.3421630859376,1377.5941162109375,1315.56494140625,421.2588806152344,283.86077880859375,1805.6324462890625,9933.9443359375,2014,9.4,63.0,21.2,2.9,1.1,153600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7554.4130859375,1382.52685546875,959.376708984375,1453.329345703125,1297.5582275390625,412.55889892578125,298.4305114746094,1750.63232421875,10033.0791015625,2015,9.4,63.0,21.2,2.9,1.1,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,7760.85009765625,1399.094970703125,953.9060668945312,1405.8883056640625,1497.5504150390625,426.6364135742188,301.1424255371094,1776.63134765625,10156.6787109375,2016,9.4,63.0,21.2,2.9,1.1,149300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7304.03466796875,1609.7711181640625,775.9557495117188,1302.883056640625,1338.8028564453125,266.2328491210937,227.3673858642578,1783.0218505859375,4764.15283203125,2013,5.7,63.6,26.8,1.5,0.2,73500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,7671.927734375,1641.1842041015625,785.4381103515625,1414.024169921875,1433.692138671875,315.1072082519531,228.64393615722656,1853.8380126953125,4823.79296875,2014,5.7,63.6,26.8,1.5,0.2,71900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,7991.24560546875,1681.732666015625,827.2235717773438,1558.236083984375,1478.948486328125,322.9518127441406,235.15362548828125,1886.999267578125,4892.2529296875,2015,5.7,63.6,26.8,1.5,0.2,70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
